0,2603
1,2863
2,2170
3,2430
4,2563
5,2823
6,2130
7,2390
8,2731
9,2991
10,2234
11,2494
12,2691
13,2951
14,2194
15,2454
16,555
17,555
18,106
19,106
20,515
21,515
22,66
23,66
24,683
25,683
26,170
27,170
28,643
29,643
30,130
31,130
32,2056
33,2316
34,2136
35,2396
36,2048
37,2308
38,2128
39,2388
40,2056
41,2316
42,2072
43,2332
44,2048
45,2308
46,2064
47,2324
48,8
49,8
50,72
51,72
52,0
53,0
54,64
55,64
56,8
57,8
58,8
59,8
60,0
61,0
62,0
63,0
64,547
65,551
66,50
67,54
68,515
69,519
70,18
71,22
72,675
73,679
74,178
75,182
76,643
77,647
78,146
79,150
80,547
81,547
82,34
83,34
84,515
85,515
86,2
87,2
88,675
89,675
90,162
91,162
92,643
93,643
94,130
95,130
96,0
97,4
98,16
99,20
100,0
101,4
102,16
103,20
104,0
105,4
106,16
107,20
108,0
109,4
110,16
111,20
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,2088
129,2348
130,2152
131,2412
132,2048
133,2308
134,2112
135,2372
136,2216
137,2476
138,2216
139,2476
140,2176
141,2436
142,2176
143,2436
144,40
145,40
146,104
147,104
148,0
149,0
150,64
151,64
152,168
153,168
154,168
155,168
156,128
157,128
158,128
159,128
160,2056
161,2316
162,2120
163,2380
164,2048
165,2308
166,2112
167,2372
168,2056
169,2316
170,2056
171,2316
172,2048
173,2308
174,2048
175,2308
176,8
177,8
178,72
179,72
180,0
181,0
182,64
183,64
184,8
185,8
186,8
187,8
188,0
189,0
190,0
191,0
192,32
193,36
194,32
195,36
196,0
197,4
198,0
199,4
200,160
201,164
202,160
203,164
204,128
205,132
206,128
207,132
208,32
209,32
210,32
211,32
212,0
213,0
214,0
215,0
216,160
217,160
218,160
219,160
220,128
221,128
222,128
223,128
224,0
225,4
226,0
227,4
228,0
229,4
230,0
231,4
232,0
233,4
234,0
235,4
236,0
237,4
238,0
239,4
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,2057
257,2317
258,2136
259,2396
260,2049
261,2309
262,2128
263,2388
264,2185
265,2445
266,2200
267,2460
268,2177
269,2437
270,2192
271,2452
272,9
273,9
274,72
275,72
276,1
277,1
278,64
279,64
280,137
281,137
282,136
283,136
284,129
285,129
286,128
287,128
288,2056
289,2316
290,2136
291,2396
292,2048
293,2308
294,2128
295,2388
296,2056
297,2316
298,2072
299,2332
300,2048
301,2308
302,2064
303,2324
304,8
305,8
306,72
307,72
308,0
309,0
310,64
311,64
312,8
313,8
314,8
315,8
316,0
317,0
318,0
319,0
320,1
321,5
322,16
323,20
324,1
325,5
326,16
327,20
328,129
329,133
330,144
331,148
332,129
333,133
334,144
335,148
336,1
337,1
338,0
339,0
340,1
341,1
342,0
343,0
344,129
345,129
346,128
347,128
348,129
349,129
350,128
351,128
352,0
353,4
354,16
355,20
356,0
357,4
358,16
359,20
360,0
361,4
362,16
363,20
364,0
365,4
366,16
367,20
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,2056
385,2316
386,2120
387,2380
388,2048
389,2308
390,2112
391,2372
392,2184
393,2444
394,2184
395,2444
396,2176
397,2436
398,2176
399,2436
400,8
401,8
402,72
403,72
404,0
405,0
406,64
407,64
408,136
409,136
410,136
411,136
412,128
413,128
414,128
415,128
416,2056
417,2316
418,2120
419,2380
420,2048
421,2308
422,2112
423,2372
424,2056
425,2316
426,2056
427,2316
428,2048
429,2308
430,2048
431,2308
432,8
433,8
434,72
435,72
436,0
437,0
438,64
439,64
440,8
441,8
442,8
443,8
444,0
445,0
446,0
447,0
448,0
449,4
450,0
451,4
452,0
453,4
454,0
455,4
456,128
457,132
458,128
459,132
460,128
461,132
462,128
463,132
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,128
473,128
474,128
475,128
476,128
477,128
478,128
479,128
480,0
481,4
482,0
483,4
484,0
485,4
486,0
487,4
488,0
489,4
490,0
491,4
492,0
493,4
494,0
495,4
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,553
513,553
514,120
515,120
516,513
517,513
518,80
519,80
520,553
521,553
522,56
523,56
524,513
525,513
526,16
527,16
528,553
529,553
530,104
531,104
532,513
533,513
534,64
535,64
536,553
537,553
538,40
539,40
540,513
541,513
542,0
543,0
544,8
545,8
546,88
547,88
548,0
549,0
550,80
551,80
552,8
553,8
554,24
555,24
556,0
557,0
558,16
559,16
560,8
561,8
562,72
563,72
564,0
565,0
566,64
567,64
568,8
569,8
570,8
571,8
572,0
573,0
574,0
575,0
576,545
577,545
578,48
579,48
580,513
581,513
582,16
583,16
584,545
585,545
586,48
587,48
588,513
589,513
590,16
591,16
592,545
593,545
594,32
595,32
596,513
597,513
598,0
599,0
600,545
601,545
602,32
603,32
604,513
605,513
606,0
607,0
608,0
609,0
610,16
611,16
612,0
613,0
614,16
615,16
616,0
617,0
618,16
619,16
620,0
621,0
622,16
623,16
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,40
641,40
642,104
643,104
644,0
645,0
646,64
647,64
648,40
649,40
650,40
651,40
652,0
653,0
654,0
655,0
656,40
657,40
658,104
659,104
660,0
661,0
662,64
663,64
664,40
665,40
666,40
667,40
668,0
669,0
670,0
671,0
672,8
673,8
674,72
675,72
676,0
677,0
678,64
679,64
680,8
681,8
682,8
683,8
684,0
685,0
686,0
687,0
688,8
689,8
690,72
691,72
692,0
693,0
694,64
695,64
696,8
697,8
698,8
699,8
700,0
701,0
702,0
703,0
704,32
705,32
706,32
707,32
708,0
709,0
710,0
711,0
712,32
713,32
714,32
715,32
716,0
717,0
718,0
719,0
720,32
721,32
722,32
723,32
724,0
725,0
726,0
727,0
728,32
729,32
730,32
731,32
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,9
769,9
770,88
771,88
772,1
773,1
774,80
775,80
776,9
777,9
778,24
779,24
780,1
781,1
782,16
783,16
784,9
785,9
786,72
787,72
788,1
789,1
790,64
791,64
792,9
793,9
794,8
795,8
796,1
797,1
798,0
799,0
800,8
801,8
802,88
803,88
804,0
805,0
806,80
807,80
808,8
809,8
810,24
811,24
812,0
813,0
814,16
815,16
816,8
817,8
818,72
819,72
820,0
821,0
822,64
823,64
824,8
825,8
826,8
827,8
828,0
829,0
830,0
831,0
832,1
833,1
834,16
835,16
836,1
837,1
838,16
839,16
840,1
841,1
842,16
843,16
844,1
845,1
846,16
847,16
848,1
849,1
850,0
851,0
852,1
853,1
854,0
855,0
856,1
857,1
858,0
859,0
860,1
861,1
862,0
863,0
864,0
865,0
866,16
867,16
868,0
869,0
870,16
871,16
872,0
873,0
874,16
875,16
876,0
877,0
878,16
879,16
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,8
897,8
898,72
899,72
900,0
901,0
902,64
903,64
904,8
905,8
906,8
907,8
908,0
909,0
910,0
911,0
912,8
913,8
914,72
915,72
916,0
917,0
918,64
919,64
920,8
921,8
922,8
923,8
924,0
925,0
926,0
927,0
928,8
929,8
930,72
931,72
932,0
933,0
934,64
935,64
936,8
937,8
938,8
939,8
940,0
941,0
942,0
943,0
944,8
945,8
946,72
947,72
948,0
949,0
950,64
951,64
952,8
953,8
954,8
955,8
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
