0,100
1,35
2,628
3,562
4,54
5,55
6,566
7,566
8,108
9,105
10,636
11,632
12,60
13,61
14,572
15,572
16,96
17,35
18,624
19,562
20,50
21,51
22,562
23,562
24,96
25,97
26,624
27,624
28,48
29,49
30,560
31,560
32,68
33,3
34,84
35,18
36,22
37,23
38,22
39,22
40,68
41,65
42,84
43,80
44,20
45,21
46,20
47,20
48,64
49,3
50,80
51,18
52,18
53,19
54,18
55,18
56,64
57,65
58,80
59,80
60,16
61,17
62,16
63,16
64,68
65,3
66,596
67,530
68,22
69,23
70,534
71,534
72,76
73,73
74,604
75,600
76,28
77,29
78,540
79,540
80,64
81,3
82,592
83,530
84,18
85,19
86,530
87,530
88,64
89,65
90,592
91,592
92,16
93,17
94,528
95,528
96,68
97,3
98,84
99,18
100,22
101,23
102,22
103,22
104,68
105,65
106,84
107,80
108,20
109,21
110,20
111,20
112,64
113,3
114,80
115,18
116,18
117,19
118,18
119,18
120,64
121,65
122,80
123,80
124,16
125,17
126,16
127,16
128,4
129,3
130,516
131,514
132,6
133,7
134,518
135,518
136,12
137,9
138,524
139,520
140,12
141,13
142,524
143,524
144,0
145,3
146,512
147,514
148,2
149,3
150,514
151,514
152,0
153,1
154,512
155,512
156,0
157,1
158,512
159,512
160,4
161,3
162,4
163,2
164,6
165,7
166,6
167,6
168,4
169,1
170,4
171,0
172,4
173,5
174,4
175,4
176,0
177,3
178,0
179,2
180,2
181,3
182,2
183,2
184,0
185,1
186,0
187,0
188,0
189,1
190,0
191,0
192,4
193,3
194,516
195,514
196,6
197,7
198,518
199,518
200,12
201,9
202,524
203,520
204,12
205,13
206,524
207,524
208,0
209,3
210,512
211,514
212,2
213,3
214,514
215,514
216,0
217,1
218,512
219,512
220,0
221,1
222,512
223,512
224,4
225,3
226,4
227,2
228,6
229,7
230,6
231,6
232,4
233,1
234,4
235,0
236,4
237,5
238,4
239,4
240,0
241,3
242,0
243,2
244,2
245,3
246,2
247,2
248,0
249,1
250,0
251,0
252,0
253,1
254,0
255,0
256,100
257,32
258,100
259,32
260,36
261,36
262,36
263,36
264,108
265,104
266,108
267,104
268,44
269,44
270,44
271,44
272,96
273,32
274,96
275,32
276,32
277,32
278,32
279,32
280,96
281,96
282,96
283,96
284,32
285,32
286,32
287,32
288,68
289,0
290,68
291,0
292,4
293,4
294,4
295,4
296,68
297,64
298,68
299,64
300,4
301,4
302,4
303,4
304,64
305,0
306,64
307,0
308,0
309,0
310,0
311,0
312,64
313,64
314,64
315,64
316,0
317,0
318,0
319,0
320,68
321,0
322,68
323,0
324,4
325,4
326,4
327,4
328,76
329,72
330,76
331,72
332,12
333,12
334,12
335,12
336,64
337,0
338,64
339,0
340,0
341,0
342,0
343,0
344,64
345,64
346,64
347,64
348,0
349,0
350,0
351,0
352,68
353,0
354,68
355,0
356,4
357,4
358,4
359,4
360,68
361,64
362,68
363,64
364,4
365,4
366,4
367,4
368,64
369,0
370,64
371,0
372,0
373,0
374,0
375,0
376,64
377,64
378,64
379,64
380,0
381,0
382,0
383,0
384,4
385,0
386,4
387,0
388,4
389,4
390,4
391,4
392,12
393,8
394,12
395,8
396,12
397,12
398,12
399,12
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,4
417,0
418,4
419,0
420,4
421,4
422,4
423,4
424,4
425,0
426,4
427,0
428,4
429,4
430,4
431,4
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,4
449,0
450,4
451,0
452,4
453,4
454,4
455,4
456,12
457,8
458,12
459,8
460,12
461,12
462,12
463,12
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,4
481,0
482,4
483,0
484,4
485,4
486,4
487,4
488,4
489,0
490,4
491,0
492,4
493,4
494,4
495,4
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,96
513,34
514,624
515,562
516,50
517,50
518,562
519,562
520,96
521,96
522,624
523,624
524,48
525,48
526,560
527,560
528,96
529,34
530,624
531,562
532,50
533,50
534,562
535,562
536,96
537,96
538,624
539,624
540,48
541,48
542,560
543,560
544,64
545,2
546,80
547,18
548,18
549,18
550,18
551,18
552,64
553,64
554,80
555,80
556,16
557,16
558,16
559,16
560,64
561,2
562,80
563,18
564,18
565,18
566,18
567,18
568,64
569,64
570,80
571,80
572,16
573,16
574,16
575,16
576,64
577,2
578,592
579,530
580,18
581,18
582,530
583,530
584,64
585,64
586,592
587,592
588,16
589,16
590,528
591,528
592,64
593,2
594,592
595,530
596,18
597,18
598,530
599,530
600,64
601,64
602,592
603,592
604,16
605,16
606,528
607,528
608,64
609,2
610,80
611,18
612,18
613,18
614,18
615,18
616,64
617,64
618,80
619,80
620,16
621,16
622,16
623,16
624,64
625,2
626,80
627,18
628,18
629,18
630,18
631,18
632,64
633,64
634,80
635,80
636,16
637,16
638,16
639,16
640,0
641,2
642,512
643,514
644,2
645,2
646,514
647,514
648,0
649,0
650,512
651,512
652,0
653,0
654,512
655,512
656,0
657,2
658,512
659,514
660,2
661,2
662,514
663,514
664,0
665,0
666,512
667,512
668,0
669,0
670,512
671,512
672,0
673,2
674,0
675,2
676,2
677,2
678,2
679,2
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,2
690,0
691,2
692,2
693,2
694,2
695,2
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,2
706,512
707,514
708,2
709,2
710,514
711,514
712,0
713,0
714,512
715,512
716,0
717,0
718,512
719,512
720,0
721,2
722,512
723,514
724,2
725,2
726,514
727,514
728,0
729,0
730,512
731,512
732,0
733,0
734,512
735,512
736,0
737,2
738,0
739,2
740,2
741,2
742,2
743,2
744,0
745,0
